# EventNumber	SB0_Raw_ADC_Value	Timestamp
56972	1642	1323217476
56975	1743	1324616720
56980	1731	1327737377
56992	1739	1330273939
57013	1694	1336028834
57019	1745	1337584746
57021	1681	1338075601
57024	1730	1339341007
57028	1711	1339756360
57036	1734	1341624964
57038	1725	1341930832
57039	1734	1341935057
57040	1717	1342421751
57047	1698	1344635000
57048	1681	1344651839
57051	1711	1347879846
57060	1723	1350160696
57061	1723	1350389770
57090	1672	1356425288
57105	1695	1361059825
57110	1664	1362419505
57112	1703	1362774457
57121	1683	1365459176
57128	1699	1369550995
57131	1688	1370433045
57136	1695	1372012514
57141	1709	1373857487
57167	1684	1383124351
57176	1746	1389989412
57177	1706	1390366652
57180	1672	1391004625
57181	1716	1391403335
57202	1721	1398729232
57207	1766	1400261561
57222	1660	1404865075
57248	1715	1413759852
57260	1770	1419321224
57265	1727	1420303764
57266	1707	1420354508
57281	1676	1423423896
57295	1721	1427261548
57304	1782	1430986521
57313	1713	1432335157
57315	1677	1433459896
57324	1732	1435273012
57325	1758	1435296560
57329	1741	1436121756
57332	1740	1438920028
57340	1656	1442238365
57350	1743	1444670817
57352	1727	1444984477
57370	1702	1450669974
57378	1692	1452950484
57384	1731	1454475183
57386	1741	1454869174
57395	1682	1456676155
57397	1752	1457218114
57400	1624	1458812232
57414	1690	1463166429
57416	1734	1463745337
57427	1688	1466621144
57444	1727	1473437063
57446	1694	1475014504
57449	1699	1476306732
57465	1639	1480612692
57466	1680	1480974384
57473	1741	1482645736
57474	1673	1482703226
57483	1710	1483932913
57494	1698	1490374213
57501	1717	1492644153
57536	1705	1503467585
57559	1681	1511952189
57561	1737	1512976042
57562	1745	1513325446
57563	1664	1513334695
57567	1687	1513729479
57580	1711	1518002951
57581	1749	1518013482
57585	1703	1518522901
57592	1729	1521297943
57596	1747	1521621155
57605	1707	1524543598
57617	1742	1526328185
57624	1696	1527941326
57657	1754	1537598044
57663	1731	1538630344
57665	1727	1538772545
57666	1687	1539025939
57675	1728	1540662284
57676	1769	1541239440
57681	1719	1541821791
57683	1755	1542996470
57694	1761	1546430538
57700	1754	1548880081
57703	1678	1551921906
57707	1719	1552375464
57708	1684	1553156048
57731	1683	1560798551
57740	1716	1564726720
57752	1711	1567996970
57755	1753	1568774749
57765	1708	1574927290
57767	1687	1575172306
57785	1742	1580450345
57786	1753	1580515676
57791	1725	1582596959
57799	1705	1583825505
57804	1678	1584922042
57812	1709	1588392761
57814	1779	1590358195
57821	1739	1592968357
57831	1771	1598051152
57838	1761	1599303175
57841	1692	1599893078
57856	1719	1603238425
57865	1758	1606227387
57877	1732	1609722309
57884	1703	1613611707
57889	1747	1614386978
57895	1728	1615369193
57921	1710	1625468411
57923	1689	1625970236
57931	1664	1627702314
57940	1347	1631460899
57943	1732	1633259052
57956	1733	1636479796
57958	1761	1637186706
57967	1683	1638424923
57973	1743	1639762577
57989	1761	1643142877
57990	1748	1644393340
57991	1715	1644523651
58004	1759	1646866520
58014	1651	1648625805
58021	1707	1649694656
58023	1696	1650441328
58034	1723	1654300140
58041	1696	1655666986
58044	1753	1656370295
58047	1708	1657615879
58053	1742	1660460921
58054	1688	1660900901
58071	1732	1665413663
58089	1747	1670443491
58096	1686	1674800744
58098	1744	1674912731
58115	1726	1679412649
58130	1779	1685047980
58138	1753	1686335074
58145	1724	1687750845
58150	1671	1689029777
58168	1669	1696141378
58170	1743	1696937390
58172	1785	1697537185
58178	1743	1699118767
58188	1688	1702647076
58196	1767	1703904543
58200	1728	1705939379
58206	1715	1706789245
58217	1682	1708554801
58228	1737	1710935839
58233	1671	1711850408
58245	1698	1717460464
58253	1735	1720843774
58264	1665	1723095658
58277	1643	1728171933
58283	1726	1729155328
58284	1751	1729411244
58286	1762	1729626843
58291	1686	1730818281
58295	1679	1731827054
58312	1733	1738750414
58324	1654	1741929358
58328	1716	1743915250
58329	1704	1744450663
58340	1730	1746467959
58348	1734	1748734271
58350	1677	1748897818
58369	1693	1756568968
58373	1691	1757894366
58383	1746	1760285559
58384	1736	1760842194
58392	1706	1762412347
58400	1694	1764191728
58405	1733	1765128809
58406	1755	1765475439
58407	1713	1765707406
58417	1678	1767955063
58420	1717	1769020135
58424	1706	1769912030
58429	1685	1771194064
58434	1760	1772474502
58435	1702	1772669907
58437	1743	1773016670
58444	1783	1776289265
58455	1711	1777499507
58462	1447	1779605441
58465	1662	1781165209
58487	1751	1786144393
58496	1705	1789282872
58499	1688	1790774023
58506	1735	1793554415
58515	1711	1797553488
58516	1712	1797819661
58517	1698	1797965806
58519	1730	1798322821
58520	1718	1798706721
58523	1740	1799367410
58531	1715	1801304800
58544	1699	1805748511
58547	1703	1807435092
58553	1747	1808970891
58554	1723	1809586142
58558	1740	1810988566
58561	1778	1812057383
58565	1676	1812573476
58568	1727	1812794702
58577	1716	1818734765
58587	1750	1824253782
58589	1693	1824474419
58610	1692	1829085488
58615	1721	1830405953
58617	1669	1831903561
58626	1739	1834915076
58640	1723	1838853558
58642	1681	1839060423
58645	1672	1840214036
58649	1699	1842421776
58684	1462	1854852897
58685	1771	1855585460
58697	1705	1859855602
58698	1683	1860337057
58699	1677	1861044787
58703	1767	1862290267
58704	1718	1862310677
58746	1713	1873512286
58753	1738	1875798992
58754	1707	1875988124
58771	1709	1882667891
58781	1670	1885113371
58784	1712	1885468888
58788	1728	1886953835
58795	1740	1888777070
58798	1706	1890172523
58805	1676	1894014472
58816	1755	1898961119
58818	1753	1899390347
58825	1676	1901608659
58845	1669	1906973600
58846	1681	1907014683
58848	1695	1907719521
58856	1410	1910504560
58858	1718	1911849686
58878	1692	1916153490
58880	1745	1919028315
58888	1712	1920257731
58892	1745	1920889854
58897	1705	1921664795
58898	1686	1921892691
58911	1679	1926173767
58934	1672	1932738959
58936	1733	1933214021
58938	1718	1934121212
58943	1716	1934757195
58945	1669	1936321731
58950	1680	1939374273
58951	1750	1939513419
58956	1699	1941592032
58959	1722	1942118613
58966	1727	1943677745
58976	1699	1946155546
58978	1695	1946584006
58979	1742	1947109588
59018	1725	1962581502
59020	1688	1963835988
59028	1712	1966393962
59038	1694	1969134031
59056	1701	1974305337
59076	1705	1981017934
59087	1743	1983679723
59089	1735	1983953527
59093	1694	1984660884
59094	1671	1984700757
59099	1717	1986592358
59110	1655	1988488811
59115	1726	1988928925
59128	1687	1993676564
59130	1759	1993860293
59131	1707	1993966182
59134	1750	1994660601
59135	1691	1995268044
59139	1699	1995633719
59144	1698	2000289088
59153	1670	2002656181
59158	1736	2003385012
59184	1716	2008733661
59195	1717	2011121025
59196	1700	2011411996
59204	1720	2013731309
59227	1757	2020766864
59228	1386	2020873883
59235	1727	2022341250
59245	1701	2024466812
59255	1747	2028198664
59258	1717	2028817781
59259	1765	2029630819
59264	1654	2030381436
59266	1761	2031186186
59270	1679	2032010735
59281	1760	2034650259
59291	1743	2036528904
59292	1650	2036692454
59304	1694	2041707013
59306	1745	2042366723
59308	1721	2043120831
59318	1652	2046275026
59341	1727	2052940285
59352	1683	2055027533
59356	1760	2057027641
59364	1703	2060653162
59365	1744	2061092638
59372	1713	2063127598
59380	1520	2065623542
59392	1686	2067399124
59393	1741	2068119474
59402	1697	2072423776
59412	1721	2077069505
59416	1698	2077828703
59429	1720	2085266823
59435	1699	2086523280
59439	1696	2088095045
59451	1702	2092713786
59452	1718	2093109349
59466	1668	2098029761
59483	1745	2105133360
59495	1410	2108498519
59502	1729	2110984932
59511	1707	2113079076
59523	1723	2115103852
59526	1669	2115453981
59531	1695	2116630374
59540	1705	2119404242
59545	1735	2122445218
59553	1725	2124432530
59562	1716	2126553096
59566	1736	2127040815
59574	1750	2127993030
59578	1662	2129972414
59595	1726	2133223165
59596	1670	2133239063
59597	1738	2133372833
59603	1740	2135522753
59605	1723	2136769167
59608	1709	2138102898
59620	1688	2143130024
59631	1683	2146086636
59637	1685	2147654515
59656	1695	2152469453
59686	1739	2162930009
59697	1727	2166094899
59707	1681	2169574259
59709	1678	2170173859
59721	1761	2172399595
59729	1716	2176734075
59735	1701	2179297964
59736	1734	2180917195
59750	1683	2187170007
59755	1708	2188346749
59759	1675	2188981825
59763	1675	2189498185
59768	1742	2191412527
59772	1756	2193217311
59785	1651	2198988402
59791	1727	2200158673
59803	1728	2204150012
59829	1715	2212856031
59830	1745	2213211433
59834	1698	2214176019
59844	1716	2216435820
59851	1726	2217605824
59852	1669	2217823638
59855	1670	2218482466
59858	1525	2220540018
59874	1724	2226590165
59884	1721	2229344208
59885	1685	2229595868
59889	1718	2230768695
59893	1722	2231943194
59894	1710	2232916638
59895	1746	2233042369
59899	1687	2234928037
59914	1592	2237266298
59917	1759	2238240283
59927	1700	2239157486
59948	1669	2250545115
59953	1684	2251664993
59963	1696	2253803484
59966	1682	2254193683
59976	1664	2257183172
59983	1335	2259734902
59986	1668	2260336422
59987	1753	2260511273
60017	1783	2269406506
60022	1724	2270282137
60036	1704	2273342424
60041	1692	2274690596
60049	1687	2278134208
60053	1734	2278808044
60054	1721	2279780475
60085	1736	2290844477
60090	1669	2291531943
60112	1698	2296854005
60115	1785	2297098395
60130	1679	2302293718
60133	1691	2302591677
60135	1677	2303058230
60138	1710	2305269259
60142	1711	2306423226
60146	1742	2308229983
60156	1765	2311801341
60168	1702	2314447935
60170	1721	2315043466
60179	1702	2318178123
60193	1662	2320881342
60194	1703	2321823040
60222	1723	2331829135
60227	1693	2333258525
60230	1651	2333758374
60241	1679	2336242582
60242	1709	2336407706
60243	1690	2337312183
60249	1764	2339169806
60251	1747	2339552165
60265	1418	2342650639
60281	1702	2350337886
60282	1729	2350406080
60284	1685	2350656979
60288	1690	2351466357
60291	1725	2352031407
60297	1745	2353924906
60310	1700	2356350030
60329	1036	2366424149
60331	1689	2367832617
60333	1653	2368267690
60334	1711	2368832825
60361	1656	2376593971
60366	1745	2378833812
60383	1768	2382739789
60385	1760	2383303216
60387	1658	2383443100
60398	1704	2385051763
60412	1738	2393916577
60420	1726	2395622175
60423	1702	2396518671
60425	1684	2397576364
60426	1705	2398200153
60427	1662	2398892331
60428	1716	2399176906
60448	1665	2402306600
60449	1737	2402824548
60457	1650	2404001502
60469	1718	2408504127
60472	1670	2408825853
60473	1667	2408981221
60475	1727	2409497889
60480	1767	2410583077
60507	1673	2419016142
60514	1707	2421629887
60519	1698	2422556190
60523	1768	2424408257
60526	1717	2425168028
60541	1709	2429009902
60543	1766	2429549576
60546	1717	2430119150
60548	1781	2430530744
60568	1678	2434647964
60571	1681	2435186864
60585	1702	2437048013
60589	1687	2438515751
60616	1720	2447134573
60628	1700	2453251264
60632	1673	2455096899
60637	717	2456503160
60639	1649	2457061528
60640	1713	2457064481
60644	1714	2458346835
60660	1703	2460769111
60666	1722	2462781117
60672	1704	2464736525
60674	1708	2465252815
60675	1691	2465260315
60681	1745	2466263100
60687	1680	2469362786
60693	1700	2471228589
60697	1739	2471638654
60722	1704	2481183676
60731	1691	2483106913
60734	1737	2484585066
60759	1750	2492260380
60765	1713	2494383055
60789	1691	2501842778
60791	1728	2502947747
60797	1755	2504625557
60804	1702	2507636627
60805	1717	2507871778
60827	1719	2516350386
60833	1389	2519877443
60840	1703	2521638916
60857	1707	2524871680
60863	1725	2526792493
60864	1748	2526916018
60882	1685	2532334138
60884	1657	2532797372
60895	1720	2535954047
60896	1737	2536253355
60906	1734	2538562624
60908	1656	2538680194
60916	1768	2542129410
60918	1707	2543018683
60919	1670	2543341873
60924	1693	2545602536
60925	1704	2546174483
60926	1683	2546436044
60928	1732	2546687369
60930	1741	2546809482
60939	1723	2550501438
60955	1687	2553994121
60960	1639	2555078554
60969	1712	2558462459
60970	1660	2558604943
60977	1700	2560031047
60978	1664	2560254692
60984	1683	2562025003
60989	1713	2563672313
60992	1691	2564514955
60993	1679	2564659803
60996	1716	2565112708
60999	1702	2565804019
61018	1668	2572767056
61021	1682	2573233408
61022	1678	2573315078
61023	1210	2573814495
61025	1683	2574017778
61042	1664	2578947812
61045	1708	2580612896
61053	1661	2582883031
61060	1699	2585428338
61063	1753	2586488954
61067	1761	2588706856
61076	1664	2592032210
61083	1734	2593333207
61095	1659	2594999730
61106	1696	2598620528
61120	1692	2604138192
61125	1701	2605695094
61132	1727	2607652575
61141	1736	2608900667
61153	1680	2614529666
61174	1719	2620708517
61177	1631	2621647441
61189	1742	2623918666
61190	1703	2623933722
61191	1705	2624178712
61194	1651	2624712781
61199	1693	2627615074
61200	1631	2627834865
61210	1758	2629130828
61211	1295	2629450751
61222	1671	2634006861
61226	1714	2635345913
61235	1716	2637322894
61241	1687	2638454597
61252	1730	2640578854
61253	1730	2641058367
61259	1723	2643966510
61261	1676	2644115764
61266	1691	2645938307
61272	1711	2647512958
61276	1710	2648543602
61300	1721	2658109299
61307	1738	2660238301
61318	1736	2661912004
61326	1702	2663617907
61327	1693	2663902267
61329	1692	2664013426
61330	1723	2664087653
61331	831	2664186547
61332	1720	2664307300
61347	1736	2670573331
61350	1698	2670894267
61356	762	2673835227
61367	1740	2676596806
61371	1665	2677663555
61374	1707	2678508451
61387	1666	2682073301
61398	1728	2684994174
61401	1686	2685420120
61405	1679	2687181719
61406	1661	2687316161
61414	1736	2689904813
61418	1704	2690868975
61420	1703	2693010170
61421	1758	2694998358
61423	1269	2695028044
61424	1745	2695560466
61427	1697	2697071963
61446	1681	2700877259
61450	1652	2702453533
61454	1666	2704632136
61456	1797	2704807894
61462	1680	2706226621
61465	1753	2707007139
61466	1607	2707179690
61471	1733	2708762233
61472	1731	2708958289
61475	1696	2709651441
61477	1703	2710304541
61479	1709	2710804499
61494	1719	2716558892
61506	697	2718855681
61509	1693	2719434431
61518	1713	2721973039
61521	1699	2723356287
61525	1715	2724515433
61531	1739	2726751982
61540	1701	2728672444
61541	1703	2728877749
61542	1706	2729040792
61572	1732	2739723784
61576	1713	2740708917
61588	1746	2743724515
61599	1716	2745818854
61602	1734	2746590310
61603	1682	2746598479
61620	1757	2750448978
61622	1664	2750966431
61623	1711	2751163729
61628	1746	2754124922
61651	1282	2760420509
61661	1717	2764916074
61692	1664	2777665922
61715	1691	2785300480
61716	1695	2785350285
61718	1738	2785710735
61720	1740	2786213046
61721	1705	2786313955
61739	1671	2790674296
61740	934	2790685101
61742	1735	2791009173
61748	1731	2796394257
61752	1738	2796585632
61756	1702	2796983495
61758	1713	2797135460
61772	1678	2800386204
61773	1696	2800705744
61781	1738	2801711581
61796	1741	2805120587
61803	1729	2807082882
61809	1718	2808368136
61816	1101	2810111207
61819	1676	2810739240
61820	1707	2811371724
61823	781	2811863240
61828	1700	2812726207
61837	1696	2816063077
61843	1688	2817755169
61848	1683	2818689666
61851	1650	2819400385
61860	1708	2821462994
61861	1725	2821506761
61862	1760	2821730631
61876	1669	2825978046
61882	1729	2827695068
61885	1662	2828817832
61893	1695	2832658712
61898	1733	2835937829
61919	1692	2841137240
61930	1714	2844541567
61933	1648	2844830557
61934	1760	2845090497
61938	1685	2846110395
61945	1657	2847093085
61953	1679	2848568387
61960	1728	2851097834
61981	1667	2857833630
61988	1786	2859084587
61991	1717	2860716338
61994	1443	2861587931
61998	1766	2863178669
62005	1740	2864244120
62010	1703	2865235725
62018	1737	2867098075
62028	1672	2871264438
62052	1718	2880789152
62055	1743	2882328664
62058	1733	2882923919
62066	1676	2885497509
62091	1714	2891395243
62096	1704	2893180744
62105	1738	2899427058
62118	1710	2902743187
62121	1749	2902932649
62124	1690	2903289904
62132	1723	2905093592
62135	1131	2905776069
62148	1725	2908379701
62168	1717	2913707359
62190	1740	2921503153
62205	1707	2924767618
62208	1702	2925544627
62213	1771	2926816698
62217	1750	2928576682
62228	1744	2930486918
62249	1667	2935477778
62255	1704	2939879023
62266	1765	2943311927
62275	1706	2945389837
62280	1669	2945956565
62302	1309	2950890533
62303	1689	2951061891
62308	1685	2953107235
62321	1703	2960151566
62344	1751	2966235272
62357	1697	2969944343
62369	1720	2971855089
62370	1373	2971944803
62373	1692	2972178825
62376	1711	2973193173
62379	1687	2973759287
62380	1736	2974050520
62386	1726	2975723643
62403	1748	2981178027
62409	1739	2982392490
62416	1677	2984401288
62435	1659	2989802301
62440	1739	2990263426
62450	1779	2992252866
62452	1733	2992399440
62457	1722	2994098676
62467	1767	2999844649
62471	1687	3001808719
62490	1727	3006528139
62513	1722	3012010809
62532	1691	3016687232
62555	1699	3024136225
62566	1724	3026146726
62586	1679	3031285232
62591	1703	3032566964
62616	1730	3041159499
62618	1717	3041669915
62631	1742	3045313192
62641	1775	3048742729
62649	1469	3051517596
62701	1650	3066022442
62707	1716	3066672781
62721	1657	3071153180
62723	1704	3071312080
62725	1714	3071467370
62730	1657	3071917236
62739	1752	3075426377
62741	1693	3075763197
62745	1697	3076846126
62746	1682	3076864317
62759	1658	3079468106
62760	1467	3082093509
62763	1735	3083983186
62775	1668	3088002652
62779	1655	3088481933
62798	1693	3092195612
62801	1697	3092607386
62804	1705	3093504525
62806	1773	3093826786
62817	1686	3097955492
62829	1714	3106698892
62837	1686	3110890357
62845	1746	3113497059
62849	1717	3115265211
62861	1704	3117630794
62863	1713	3117844989
62867	1721	3118594775
62874	1690	3123946538
62875	1683	3124831042
62878	1726	3125490258
62881	1694	3126349524
62885	1713	3128441621
62919	1747	3138121816
62933	1728	3144187748
62938	1666	3145226753
62954	1747	3149294788
62960	1701	3151434312
62965	1700	3152500550
62976	1683	3155505653
62978	1698	3155715691
62981	1726	3157489151
62983	1708	3158339358
62985	1654	3158811593
62986	1729	3159208233
62992	1713	3160250942
62993	1424	3160678259
63020	1654	3168968095
63025	1687	3170732194
63026	1719	3170806632
63031	1728	3171731969
63035	1711	3172688601
63037	1765	3173081624
63046	1660	3174445124
63048	1727	3175010271
63050	1745	3175110825
63052	1692	3175788792
63061	1734	3179850523
63062	1699	3179965304
63072	1749	3184628480
63085	1725	3189126684
63087	1650	3189779692
63089	1696	3190176232
63090	1629	3190459475
63092	1697	3190481371
63102	1704	3192699550
63114	1723	3194619765
63119	1751	3195262925
63134	1747	3199699441
63140	1680	3201593470
63142	1733	3204128694
63148	1734	3206045166
63157	1748	3208234666
63163	1705	3209474386
63179	1692	3211952108
63183	1716	3213476710
63195	1767	3218641659
63197	1693	3218772241
63200	1665	3220536114
63205	1713	3221496526
63225	1705	3231866899
63231	1770	3233503000
63245	1706	3237192524
63248	1731	3237774798
63263	1750	3243716209
63271	1719	3247869902
63276	1682	3249945463
63283	1737	3251940030
63291	1741	3253869359
63292	1683	3253986260
63302	1704	3257064905
63334	1689	3268556099
63343	1723	3271048977
63353	1687	3273680421
63379	1680	3279689784
63384	1756	3281998779
63387	1689	3283952571
63428	1745	3294010041
63435	1709	3295289886
63459	1686	3300295271
63473	1653	3306587076
63486	1721	3310471554
63490	1732	3310920441
63496	1697	3312886944
63499	1714	3313411620
63504	1718	3314250426
63509	741	3316031947
63513	1715	3316457844
63523	1190	3320304609
63524	1717	3320626588
63525	1705	3320928442
63526	1721	3320948442
63533	1681	3322231711
63534	697	3322250521
63548	1710	3327088522
63550	1741	3327258094
63552	1774	3327752539
63561	1705	3331221428
63562	1729	3331478258
63579	1702	3336019343
63581	1740	3336453003
63583	1701	3336761483
63587	1683	3337180003
63592	1762	3338345599
63593	1700	3338942985
63595	1731	3339456799
63598	1716	3341080170
63601	1690	3342719513
63604	1744	3343269933
63607	1719	3343632716
63624	1773	3351729272
63632	1711	3353211233
63637	1712	3354112535
63654	1682	3358276357
63676	1750	3365489781
63683	1568	3370626064
63685	1665	3370727655
63689	1739	3371651169
63692	1682	3372039581
63693	1682	3372126440
63695	1711	3372659390
63698	1668	3373195220
63702	1714	3374510887
63704	1765	3375573570
63728	1669	3380968854
63737	1704	3382284564
63742	1682	3383107625
63751	1717	3385946577
63755	1717	3389334684
63764	1748	3391890147
63769	1715	3393585146
63771	1736	3394753217
63781	1711	3396825378
63787	1737	3399322289
63792	1722	3400950065
63798	1728	3402505878
63805	1722	3405435411
63808	1696	3405996582
63811	1791	3408177192
63818	1734	3409184664
63832	1728	3412288947
63836	1704	3414221520
63842	1717	3415829593
63850	1746	3417563365
63855	1717	3418613725
63864	1709	3421929668
63890	1715	3430331531
63894	1695	3431874876
63895	1697	3431984514
63905	1657	3434221032
63908	1734	3435891771
63910	1687	3436389946
63913	1671	3437438040
63919	1718	3441391031
63928	1742	3443260060
63947	1716	3449241795
63950	1655	3450017016
63952	1706	3450873146
63960	1696	3452968158
63961	1698	3453037845
63967	1699	3454589766
63970	1754	3454852750
63980	1709	3459472317
63984	1731	3460051421
63985	1693	3460720177
63987	1660	3461003627
64003	1714	3464901410
64017	1705	3470008823
64021	1747	3471035189
64033	1736	3473979697
64035	1696	3474524733
64043	1732	3476563409
64048	1731	3477123267
64050	1721	3478023314
64060	1697	3480197013
64062	1714	3480437766
64072	1757	3482459566
64077	1727	3483010431
64085	1665	3485131773
64086	1697	3485236802
64093	1740	3486994128
64112	1711	3493653209
64115	1707	3495290995
64116	1735	3496315503
64133	1283	3502342170
64144	1687	3505310880
64158	1748	3513659252
64175	1727	3517056777
64179	1190	3517387100
64180	1740	3517902022
64181	1731	3518213775
64188	1745	3519648886
64205	1675	3522798469
64208	1731	3524143192
64215	1729	3525979891
64231	1622	3531031231
64233	1683	3532023735
64236	1709	3534377327
64237	1762	3534917405
64239	1715	3536126490
64246	1736	3537804073
64258	1707	3540831542
64296	1722	3553814198
64299	1706	3554591516
64326	1667	3562562704
64328	1772	3563394589
64330	1737	3564627132
64332	1716	3564707596
64334	1722	3565487842
64335	1708	3565653617
64350	1754	3568958079
64356	1713	3573077716
64365	1720	3574568398
64375	1679	3576290307
64377	1756	3576842789
64378	1751	3577005278
64383	1662	3578018151
64389	1728	3579513549
64396	1713	3581426762
64431	1678	3593391230
64434	1640	3593925631
64437	1680	3594672884
64443	1716	3596074585
64460	1747	3600692800
64476	1742	3604324856
64499	1727	3609585715
64504	1749	3611112867
64509	1692	3614729879
64513	1686	3615874605
64516	1673	3616775483
64523	1696	3618667390
64524	1683	3619074121
64533	1710	3620829674
64538	1699	3621720528
64546	1734	3622896176
64549	1728	3623215382
64554	1724	3624416219
64557	1756	3624743228
64561	1673	3625975721
64576	1726	3630909354
64577	1729	3631174602
64579	1734	3631344976
64581	1677	3631412251
64589	1735	3636047042
64602	1770	3640965590
64610	1686	3642004764
64611	933	3642935119
64614	1659	3643356546
64621	1691	3645061021
64626	1737	3645807791
64628	1694	3646111958
64636	1631	3648408046
64672	1688	3659442485
64677	1721	3661097352
64681	1724	3661458145
64689	1684	3663216984
64696	1689	3664935344
64714	1720	3669988088
64722	1732	3671490719
64727	1681	3675937293
64728	1672	3676511611
64738	892	3680808793
64747	1692	3683191146
64761	1724	3688334619
64778	1777	3696462821
64781	1716	3697153187
64785	1768	3698210749
64801	1670	3706102285
64804	1756	3707489345
64819	1737	3714980114
64824	1723	3716178194
64825	1731	3716665777
64826	1687	3716694282
64847	1734	3723836341
64876	1743	3735484938
64879	1060	3735702517
64888	1657	3738176631
64892	1717	3739183923
64895	1633	3740583752
64899	1651	3742872026
64903	1626	3743466582
64905	1755	3744673460
64908	1742	3744942095
64912	1738	3745508226
64924	1729	3748218843
64925	1746	3748285647
64930	1760	3750409164
64931	1726	3751185286
64932	1703	3751793445
64935	780	3752486850
64941	1716	3753092566
64943	1688	3753413811
64952	1694	3756587704
64954	1700	3756902705
64981	1726	3767288246
65009	1714	3777216533
65010	1691	3777308097
65012	1752	3777399833
65013	1670	3777532487
65014	1686	3777678469
65026	1702	3780666344
65028	1689	3781122595
65035	1718	3783147992
65038	1023	3783574002
65044	1117	3784941623
65047	1737	3785179858
65049	1743	3785909217
65055	1427	3787553076
65069	1549	3792152281
65071	1687	3792507839
65089	1662	3798799687
65101	1649	3801767357
65120	1741	3806294194
65123	1733	3807171936
65149	1722	3818080374
65150	1669	3818423204
65151	1528	3818472041
65155	1694	3819285913
65159	1697	3820015428
65171	698	3823483366
65180	1654	3826231789
65183	1737	3826764521
65185	1721	3827559192
65192	1691	3828627009
65204	1692	3832154361
65217	1697	3837591804
65230	1713	3841750213
65237	1742	3843761436
65252	1720	3847312189
65258	1722	3849308553
65268	1515	3852574932
65276	1719	3854618457
65283	1740	3858848086
65291	1373	3862154121
65294	1495	3863120151
65298	1699	3863806150
65301	1711	3865344639
65302	1665	3865442582
65303	1717	3865545423
65304	1742	3865921022
65309	1713	3867048523
65311	1709	3867209876
65312	1538	3867263267
65317	1729	3868920100
65324	1673	3872329060
65325	1701	3872550555
65352	1730	3882585225
65361	1716	3885524096
65368	1752	3887535848
65370	1693	3888021982
65372	1670	3888625392
65374	1700	3888826155
65375	1696	3888978134
65376	1651	3888985791
65450	1712	3913104639
65455	1743	3914028289
65465	1677	3918383547
65476	1705	3920419192
65478	1721	3921163232
65486	1639	3924091344
65487	1666	3924183016
65500	1684	3927029831
65511	1761	3931371904
65523	1132	3933685818
65526	1728	3934415140
65534	1759	3937248365
65562	1688	3947117235
65563	1771	3947253687
65576	1684	3950666982
65585	1703	3955246560
65594	1751	3957330188
65598	1703	3958786878
65603	1667	3962310932
65616	1725	3966044060
65624	1673	3968283469
65627	1672	3968909358
65628	1258	3968988364
65637	1710	3971653062
65657	1682	3975994971
65667	1712	3978991222
65668	1717	3980974732
65673	1683	3981646625
65684	1742	3984533433
65689	1709	3986573312
65690	1713	3986723727
65701	1660	3987832493
65707	1658	3990395750
65708	1692	3991182475
65713	1731	3992431938
65715	1760	3994236999
65721	1728	3996175790
65725	1749	3996944344
65732	1700	3997784490
65737	1731	3998841635
65738	1725	3999074641
65744	1697	4002289230
65752	1719	4004527807
65756	1692	4005916067
65785	1707	4015359296
65786	1713	4015376321
65803	1754	4018786193
65821	1703	4026696465
65825	1696	4027778597
65831	1705	4029278266
65837	1719	4031686183
65842	1688	4032603856
65850	964	4034350584
65863	1726	4038067260
65876	1668	4043403132
65887	1719	4046682643
65903	1767	4051010687
65906	1757	4051230005
65910	657	4052248852
65921	911	4055156582
65926	1771	4055957568
65934	1723	4057638044
65935	1679	4058205073
65957	1682	4067258614
65959	1690	4067423318
65965	1741	4068617079
65967	1748	4069270048
65980	1765	4073115357
65983	1711	4074504801
65985	1666	4075254906
65987	1686	4076001961
65990	1726	4076383393
65991	1751	4076455672
65996	1726	4077431892
66013	1571	4087032999
66018	1721	4088653505
66019	1653	4088785580
66022	1701	4090013763
66110	1662	4117665645
66117	1676	4118971815
66121	1688	4120615054
66128	1739	4122788295
66134	1716	4126083265
66141	1722	4127790702
66158	1775	4131502046
66163	1696	4132303952
66168	609	4133734374
66169	1704	4133957415
66171	1677	4134065365
66188	1706	4140010965
66191	1759	4140696449
66208	1660	4148042075
66210	1736	4148808387
66215	1716	4150977628
66216	1649	4151367627
66219	1725	4152387014
66222	1734	4152977991
66227	1688	4153619682
66232	1709	4154271173
66237	1745	4156021613
66240	1685	4158104868
66243	1742	4158436850
66246	1702	4159320871
66251	1712	4160353936
66256	1694	4162225173
66261	1719	4166510307
66268	1711	4167663164
66284	1731	4172820093
66290	1756	4175471956
66294	1710	4176370680
66301	1692	4177982045
66309	1656	4179523301
66322	1705	4182088285
66329	1682	4183758055
66333	1755	4186530415
66344	1702	4188615202
66352	1681	4190477684
66354	1751	4191041337
66355	1744	4191317226
66359	1764	4193082723
66360	1746	4193462285
66362	1734	4194128379
66364	1696	4194401671
66394	1718	4202061400
66398	1696	4203355105
66402	1710	4206662250
66406	1739	4207069505
66413	1707	4209282263
66414	1703	4209311299
66419	1744	4211005528
66420	1734	4211142640
66435	1744	4216836388
66440	1729	4218791959
66449	1691	4219950206
66455	1718	4222408215
66458	1722	4223453758
66468	1689	4228175946
66494	1733	4233875060
66498	1741	4236347650
66505	1722	4237758646
66512	1781	4238783213
66528	1737	4242484458
66541	1762	4244464678
66554	1738	4250762322
